timestamp,open,high,low,close,volume
1684281600000,1989.625,1992.985,1974.935,1982.625,89.0369
1684368000000,1982.654,1985.944,1951.885,1958.295,51.31
1684454400000,1958.325,1984.075,1953.905,1977.448,28.7003
1684627200000,1976.478,1981.375,1976.478,1980.695,1.2245
1684713600000,1980.715,1982.505,1968.765,1969.645,26.0724
1684800000000,1969.695,1977.554,1954.084,1974.945,34.1635
1684886400000,1974.935,1985.194,1956.104,1959.715,28.9311
1684972800000,1959.725,1964.625,1938.658,1940.465,30.4035
1685059200000,1940.475,1957.215,1936.655,1945.788,30.6619
1685232000000,1942.078,1946.255,1941.098,1943.615,1.4735
1685318400000,1943.605,1949.575,1940.145,1941.338,14.0591
1685404800000,1941.344,1963.378,1931.905,1958.378,27.7392
1685491200000,1958.404,1974.628,1953.498,1966.245,30.6453
1685577600000,1966.225,1983.015,1953.255,1976.895,27.8496
1685664000000,1976.945,1983.315,1947.164,1947.738,27.8543
1685836800000,1947.045,1949.995,1946.788,1949.255,0.9075
1685923200000,1949.245,1963.955,1938.045,1961.195,22.7725
1686009600000,1961.215,1966.238,1954.255,1963.295,20.6135
1686096000000,1963.335,1970.085,1939.544,1944.405,22.8088
1686182400000,1944.415,1970.398,1942.725,1965.275,26.8677
1686268800000,1965.225,1972.928,1956.475,1960.798,20.4569
1686441600000,1959.324,1960.505,1957.844,1959.905,0.9305
1686528000000,1959.875,1966.865,1949.125,1959.855,23.4613
1686614400000,1959.825,1970.724,1939.935,1943.795,25.9208
1686700800000,1943.845,1960.205,1939.498,1945.185,26.3136
1686787200000,1945.175,1960.125,1924.898,1958.125,31.005
1686873600000,1958.115,1967.825,1953.165,1957.358,29.525
1687046400000,1957.198,1958.404,1956.148,1957.035,0.9368
1687132800000,1957.065,1958.685,1947.685,1952.385,17.5009
1687219200000,1952.375,1956.675,1929.705,1937.205,22.5963
1687305600000,1937.215,1939.375,1919.075,1933.755,25.4324
1687392000000,1933.815,1934.165,1912.224,1914.365,21.0472
1687478400000,1914.375,1937.238,1910.065,1920.388,23.0473
1687651200000,1924.948,1925.365,1922.534,1925.235,1.365
1687737600000,1925.275,1933.245,1920.855,1922.295,18.5536
1687824000000,1922.348,1930.585,1910.785,1915.385,22.1405
1687910400000,1915.395,1917.155,1902.695,1909.498,23.7571
1687996800000,1909.548,1912.995,1892.915,1908.625,27.6803
1688083200000,1908.625,1922.628,1900.465,1919.538,27.4567
1688256000000,1918.898,1919.565,1917.12,1918.105,1.4906
1688342400000,1918.125,1930.935,1909.965,1921.155,23.0968
1688428800000,1921.155,1930.615,1919.955,1926.245,18.1665
1688515200000,1926.245,1934.905,1914.244,1916.765,22.8271
1688601600000,1916.765,1927.505,1902.505,1911.495,27.8198
1688688000000,1911.545,1934.745,1909.525,1923.838,35.0818
